0-4000
 ;select;bubble;Aversion1;Aversion2;insert;binaryInsert;count;radix;merge;quick;heap;shellCiura;shell;
100;15979;30273;32410;31367;17756;14387;17620;10514;4000;8086;10426;5611;4878
200;62149;124001;134310;132168;76555;53489;19320;16914;9006;30044;23537;13024;12571
300;138195;270065;290405;285313;156942;105472;21020;23314;14352;63510;38105;21184;20515
400;244435;480689;520420;516562;280309;182280;22811;29714;20004;107416;54186;29373;29889
500;380724;746037;806285;803516;429443;274093;24511;36114;25662;167990;70281;39188;36277
600;546959;1.07691e+06;1.16651e+06;1.16149e+06;623244;391551;26211;42514;31704;242916;86916;47858;49313
700;743189;1.47208e+06;1.59570e+06;1.59354e+06;859570;533473;27911;48914;37836;325300;103887;56723;55055
800;969357;1.93237e+06;2.09543e+06;2.08693e+06;1.13985e+06;700746;29611;55314;43998;427568;121196;65812;70377
900;1.22576e+06;2.42732e+06;2.62851e+06;2.61947e+06;1.41079e+06;862757;31311;61714;50176;540942;139061;75177;87353
1000;1.51209e+06;3.00938e+06;3.25822e+06;3.24657e+06;1.76416e+06;1.07196e+06;33011;68114;56306;664432;156520;86422;85320
1100;1.8283e+06;3.64318e+06;3.94436e+06;3.93414e+06;2.1381e+06;1.29297e+06;34711;74514;62806;807848;175538;95257;103136
1200;2.17462e+06;4.34961e+06;4.70764e+06;4.69500e+06;2.56913e+06;1.54670e+06;36411;80914;69412;965952;193698;105742;113651
1300;2.55107e+06;5.06964e+06;5.4858e+06;5.47741e+06;2.95394e+06;1.77415e+06;38111;87314;76058;1.12521e+06;212093;116012;133031
1400;2.95695e+06;5.88675e+06;6.37704e+06;6.36025e+06;3.43867e+06;2.05876e+06;39811;93714;82662;1.29985e+06;231066;127257;129303
1500;3.39363e+06;6.76250e+06;7.32423e+06;7.31015e+06;3.95601e+06;2.362e+06;41511;100114;89274;1.48654e+06;249803;136677;137864
1600;3.85978e+06;7.68092e+06;8.32088e+06;8.29752e+06;4.47802e+06;2.66804e+06;43211;106514;95976;1.69508e+06;268975;147887;169565
1700;4.35602e+06;8.65275e+06;9.37079e+06;9.35618e+06;5.02349e+06;2.98756e+06;44911;112914;102650;1.88772e+06;288077;156927;169187
1800;4.88233e+06;9.69167e+06;1.04793e+07;1.04555e+07;5.61638e+06;3.33417e+06;46611;119314;109318;2.1185e+06;307364;168122;198546
1900;5.43865e+06;1.08159e+07;1.17123e+07;1.16939e+07;6.28853e+06;3.72614e+06;48311;125714;115942;2.33809e+06;326385;179187;189654
2000;6.02538e+06;1.19506e+07;1.29407e+07;1.29311e+07;6.90907e+06;4.08866e+06;50011;132114;122656;2.58133e+06;346820;189712;196733
2100;6.64126e+06;1.31983e+07;1.42802e+07;1.42314e+07;7.65738e+06;4.52425e+06;51711;138514;129640;2.83471e+06;366498;200312;236114
2200;7.28796e+06;1.44886e+07;1.56826e+07;1.56553e+07;8.41009e+06;4.96239e+06;53411;144914;136624;3.08676e+06;386023;213362;241204
2300;7.96430e+06;1.58432e+07;1.71596e+07;1.71375e+07;9.20544e+06;5.42494e+06;55111;151314;143712;3.38542e+06;406183;224782;251737
2400;8.67058e+06;1.72624e+07;1.86867e+07;1.86409e+07;1.00438e+07;5.91215e+06;56811;157714;150856;3.69930e+06;425875;234232;266284
2500;9.40705e+06;1.86839e+07;2.02186e+07;2.01758e+07;1.08162e+07;6.36166e+06;58511;164114;157926;3.99288e+06;446814;243707;268545
2600;1.0173e+07;2.02165e+07;2.18827e+07;2.18588e+07;1.1713e+07;6.88232e+06;60211;170514;165098;4.30699e+06;466979;255487;300769
2700;1.09695e+07;2.18422e+07;2.36538e+07;2.36293e+07;1.27028e+07;7.45619e+06;61911;176914;172264;4.66698e+06;488560;265982;300180
2800;1.1796e+07;2.34624e+07;2.54095e+07;2.53173e+07;1.36129e+07;7.98449e+06;63611;183314;179292;5.00625e+06;509584;275722;307606
2900;1.26522e+07;2.51559e+07;2.7233e+07;2.71368e+07;1.45814e+07;8.54626e+06;65311;189714;186494;5.37754e+06;529807;292812;328846
3000;1.35386e+07;2.69488e+07;2.91809e+07;2.91422e+07;1.56537e+07;9.16736e+06;67011;196114;193520;5.77604e+06;550029;301312;324267
3100;1.44553e+07;2.8765e+07;3.11279e+07;3.1085e+07;1.66968e+07;9.77178e+06;68711;202514;200672;6.15739e+06;570790;312397;418660
3200;1.54018e+07;3.06308e+07;3.31611e+07;3.31305e+07;1.77568e+07;1.03859e+07;70411;208914;207842;6.56609e+06;591187;324852;410668
3300;1.63777e+07;3.26287e+07;3.53447e+07;3.53273e+07;1.89778e+07;1.10921e+07;72111;215314;215066;6.99403e+06;611329;334372;369921
3400;1.73836e+07;3.46253e+07;3.7497e+07;3.7463e+07;2.01267e+07;1.1757e+07;73811;221714;222256;7.4107e+06;633582;346457;388265
3500;1.84204e+07;3.66444e+07;3.96681e+07;3.95987e+07;2.12448e+07;1.24045e+07;75511;228114;229436;7.87026e+06;653662;361652;392527
3600;1.94864e+07;3.87672e+07;4.19823e+07;4.19715e+07;2.24745e+07;1.31156e+07;77211;234514;236572;8.30826e+06;673491;372092;454449
3700;2.05827e+07;4.08946e+07;4.42684e+07;4.41841e+07;2.36422e+07;1.37914e+07;78911;240914;243732;8.79051e+06;694591;381747;421222
3800;2.17094e+07;4.31326e+07;4.66854e+07;4.65752e+07;2.49335e+07;1.45379e+07;80611;247314;250874;9.28285e+06;716031;391837;431442
3900;2.28656e+07;4.54258e+07;4.91589e+07;4.91246e+07;2.62514e+07;1.52996e+07;82311;253714;258056;9.79368e+06;736997;404762;434598
4000;2.40523e+07;4.7917e+07;5.18924e+07;5.18002e+07;2.78458e+07;1.62192e+07;84011;260114;265322;1.03456e+07;758458;416112;468046
4100;2.52684e+07;5.04138e+07;5.46157e+07;5.45402e+07;2.93799e+07;1.71044e+07;85711;266514;272500;1.08416e+07;780659;428666;932520
