almost-sorted
 ;select;bubble;Aversion1;Aversion2;insert;binaryInsert;count;radix;merge;quick;heap;shellCiura;shell;
100;15664;22729;21771;15189;4554;6860;17633;10514;3800;30394;11002;4921;4168
200;61332;93809;97138;93624;23719;23494;19323;16914;8766;120794;25200;11604;11881
300;137002;201653;204745;196990;37221;37328;21023;23314;13924;271194;41184;18094;18175
400;242679;361165;368133;360505;71142;63350;22812;29714;19352;481594;57448;26308;25269
500;378350;569009;581740;572819;119644;97548;24514;36114;25050;751994;74253;34938;32882
600;544024;802869;817900;802633;143674;118093;26210;42514;30978;1.08239e+06;92132;42208;42223
700;739705;1.08971e+06;1.09522e+06;1.04795e+06;190419;151877;27921;48914;36586;1.47279e+06;110427;49338;48675
800;965366;1.44718e+06;1.48331e+06;1.46732e+06;290763;216634;29613;55314;42772;1.92319e+06;128832;59997;62472
900;1.22104e+06;1.78532e+06;1.76317e+06;1.7401e+06;287297;221583;31314;61714;48560;2.43359e+06;147166;68282;69053
1000;1.50672e+06;2.25888e+06;2.3195e+06;2.29479e+06;450795;322619;33012;68114;55000;3.00399e+06;164875;76557;75445
1100;1.82239e+06;2.70058e+06;2.76895e+06;2.74026e+06;488545;351937;34710;74514;61478;2.94953e+06;184746;87697;90101
1200;2.16807e+06;3.21013e+06;3.28772e+06;3.26346e+06;575029;408642;36412;80914;67596;4.32479e+06;204595;95252;98451
1300;2.54373e+06;3.79921e+06;3.87696e+06;3.84819e+06;730694;505446;38117;87314;74032;5.07519e+06;224171;106172;114491
1400;2.94942e+06;4.38286e+06;4.4697e+06;4.41045e+06;806853;556756;39811;93714;80628;5.88559e+06;244264;114487;117508
1500;3.38508e+06;5.01777e+06;5.07784e+06;5.01691e+06;902724;619234;41525;100114;86750;6.75599e+06;264649;122972;120169
1600;3.85075e+06;5.76634e+06;5.8973e+06;5.84315e+06;1.12751e+06;755506;43213;106514;93672;7.68639e+06;284007;135387;145800
1700;4.34644e+06;6.52774e+06;6.69000e+06;6.52028e+06;1.30472e+06;864462;44927;112914;99990;8.67679e+06;303677;144612;148287
1800;4.87211e+06;7.2122e+06;7.29285e+06;7.11794e+06;1.2773e+06;857106;46621;119314;106764;9.72719e+06;324572;150512;168971
1900;5.42778e+06;8.04557e+06;8.23445e+06;8.1828e+06;1.44048e+06;958495;48310;125714;113632;1.08376e+07;344806;162552;159209
2000;6.01346e+06;8.92015e+06;9.12947e+06;9.0923e+06;1.60576e+06;1.06097e+06;50010;132114;120210;1.2008e+07;364511;170597;175388
2100;6.62915e+06;9.8843e+06;1.01386e+07;1.00039e+07;1.8578e+06;1.21265e+06;51710;138514;126788;1.32384e+07;384827;183082;208259
2200;7.27483e+06;1.07915e+07;1.1032e+07;1.09945e+07;1.94022e+06;1.26828e+06;53407;144914;133836;1.3079e+07;406687;191477;203844
2300;7.95049e+06;1.17921e+07;1.19878e+07;1.18871e+07;2.11603e+06;1.37701e+06;55111;151314;140020;1.58792e+07;428732;201977;209612
2400;8.65616e+06;1.28585e+07;1.31897e+07;1.31554e+07;2.33694e+06;1.51176e+06;56807;157714;147078;1.72896e+07;449624;211852;222379
2500;9.39187e+06;1.40183e+07;1.43678e+07;1.41945e+07;2.65138e+06;1.69898e+06;58510;164114;154414;1.876e+07;470998;225167;237785
2600;1.01575e+07;1.5051e+07;1.52006e+07;1.51001e+07;2.67332e+06;1.71984e+06;60216;170514;161442;2.02904e+07;492484;234557;256879
2700;1.09532e+07;1.62724e+07;1.66882e+07;1.65232e+07;2.95555e+06;1.88956e+06;61922;176914;168500;2.18808e+07;514366;245667;262120
2800;1.17789e+07;1.73706e+07;1.77928e+07;1.77012e+07;2.95228e+06;1.89633e+06;63615;183314;175480;2.35312e+07;536128;250967;259566
2900;1.26345e+07;1.87253e+07;1.91355e+07;1.88233e+07;3.32775e+06;2.11987e+06;65312;189714;182566;1.9638e+07;557246;261862;277816
3000;1.35202e+07;1.99068e+07;2.0316e+07;2.0178e+07;3.33017e+06;2.12959e+06;67015;196114;189674;2.7012e+07;579500;273662;276157
3100;1.44359e+07;2.13376e+07;2.17199e+07;2.12338e+07;3.69885e+06;2.3486e+06;68710;202514;196958;2.88424e+07;600599;283882;354160
3200;1.53816e+07;2.28896e+07;2.34634e+07;2.33722e+07;4.20958e+06;2.6492e+06;70412;208914;203746;3.07328e+07;621003;297472;340713
3300;1.63573e+07;2.4236e+07;2.48537e+07;2.47762e+07;4.29054e+06;2.70388e+06;72114;215314;210748;3.26832e+07;643474;303902;326596
3400;1.7363e+07;2.57359e+07;2.62508e+07;2.58003e+07;4.57019e+06;2.87199e+06;73825;221714;217234;3.46936e+07;665439;318902;332135
3500;1.83986e+07;2.71027e+07;2.77099e+07;2.73496e+07;4.54692e+06;2.86731e+06;75521;228114;225066;3.6764e+07;687201;324167;336477
3600;1.94643e+07;2.87156e+07;2.92614e+07;2.90422e+07;4.88421e+06;3.0692e+06;77227;234514;231768;3.88944e+07;709338;334637;373514
3700;2.056e+07;3.08191e+07;3.16539e+07;3.15064e+07;6.01012e+06;3.72051e+06;78909;240914;238776;2.07273e+07;730656;349042;381607
3800;2.16856e+07;3.25483e+07;3.34077e+07;3.3256e+07;6.41104e+06;3.95819e+06;80614;247314;246104;4.33352e+07;751707;359252;365822
3900;2.28414e+07;3.38316e+07;3.46699e+07;3.43272e+07;5.96151e+06;3.71076e+06;82314;253714;252712;4.56456e+07;773121;364482;375598
4000;2.4027e+07;3.57969e+07;3.67248e+07;3.66081e+07;6.63557e+06;4.10439e+06;84009;260114;260744;4.8016e+07;795081;378867;398731
4100;2.52427e+07;3.76668e+07;3.867e+07;3.84021e+07;7.07276e+06;4.36283e+06;85713;266514;268174;5.04464e+07;817543;390331;558635
